date,REV
2017-10,0.20144335150583098
2017-11,0.18576613640383788
2017-12,0.1640665075467136
2018-01,0.22293293098011294
2018-02,0.17289006728481573
2018-03,0.24104263661710823
2018-04,0.17885728405524476
2018-05,0.23961476609579085
2018-06,0.19348018761387548
2018-07,0.18409293218017075
2018-08,0.17623919329704724
2018-09,0.16322050169299643
2018-10,0.201410566325543
2018-11,0.20499729077425616
2018-12,0.16056998203131215
2019-01,0.2053623367629928
2019-02,0.23343747410868598
2019-03,0.24356788495001086
2019-04,0.2118394522034953
2019-05,0.19704006147540043
2019-06,0.1756705690089062
2019-07,0.18454237544747779
2019-08,0.19284377436466252
2019-09,0.17683616078657943
2019-10,0.1779796886464664
2019-11,0.1694844910376777
2019-12,0.17946883648026046
2020-01,0.23175668945668693
2020-02,0.2521870162351717
2020-03,0.27535156986094544
2020-04,0.23053956278550874
2020-05,0.22232075898488363
2020-06,0.24158606222944073
2020-07,0.2802526444967113
2020-08,0.238754729365722
2020-09,0.18662783590532087
2020-10,0.21652690020854579
2020-11,0.24049788195299499
2020-12,0.28608286162989605
2021-01,0.26452030714443026
2021-02,0.22434241852457587
2021-03,0.2419757356929584
2021-04,0.26016794412831884
2021-05,0.21647768723770697
2021-06,0.2699277413951072
2021-07,0.34523152694443404
2021-08,0.32418817639501263
2021-09,0.2918981377908234
2021-10,0.24580855551694925
2021-11,0.29907348767012465
2021-12,0.2543506317721886
2022-01,0.21319183291831564
2022-02,0.1959551929566182
2022-03,0.26225846377008466
2022-04,0.265942518337178
2022-05,0.23193317992871645
2022-06,0.2428415257929109
2022-07,0.257350741472323
2022-08,0.2129709977310002
2022-09,0.18247695407279743
2022-10,0.28999470768949936
2022-11,0.25009121655058053
2022-12,0.1811436543582115
2023-01,0.18056607824225307
2023-02,0.17720896196948405
2023-03,0.21630314692461697
2023-04,0.2451134636398259
2023-05,0.18915597361517306
2023-06,0.19234284194431148
2023-07,0.22600747653406303
2023-08,0.1599948734824106
2023-09,0.14248747384519767
2023-10,0.190094586997954
2023-11,0.1707860227718444
2023-12,0.14704305811746382
2024-01,0.27959079768262407
2024-02,0.19756928806059493
2024-03,0.22273634303942783
2024-04,0.20497822554497064
2024-05,0.1719858080406337
2024-06,0.18544636033042364
2024-07,0.1773286102058786
2024-08,0.15807074922376635
2024-09,0.22178462370143043
2024-10,0.2856360894533384
2024-11,0.22696599260508687
2024-12,0.22086939495836605
2025-01,0.16968063103171913
2025-02,0.240743087974255
2025-03,0.18525917540371564
2025-04,0.1870914099463834
2025-05,0.17441748317392972
2025-06,0.18772351313377864
2025-07,0.1997795003879934
2025-08,0.2501373454746839
2025-09,0.2595141347313378
2025-10,0.19960519683579114
2025-11,0.18077762739750414
2025-12,0.21706794640964655
